age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,avg_watch_hours_per_month,engagement_score,high_value_customer,recent_login,favorite_genre_Comedy,favorite_genre_Documentary,favorite_genre_Drama,favorite_genre_Horror,favorite_genre_Romance,favorite_genre_Sci-Fi
41,0,0,8.14,54,2,2,8.99,1,3,5,0.15,4.44,0.75,0,0,False,False,False,False,True,False
48,2,2,6.66,34,5,0,13.99,0,2,5,0.19,5.708571428571428,0.95,0,0,False,False,False,True,False,False
57,2,2,7.92,19,4,2,13.99,0,3,2,0.4,11.88,0.8,0,1,False,False,False,True,False,False
36,0,1,19.63,1,3,0,17.99,0,3,2,9.81,294.45,19.62,1,1,False,False,False,False,False,False
47,1,1,7.22,38,2,0,17.99,1,0,2,0.19,5.553846153846154,0.38,1,0,False,False,True,False,False,False
57,2,2,1.1,26,2,0,13.99,0,0,5,0.04,1.2222222222222223,0.2,0,1,False,False,False,False,False,True
39,0,0,2.09,3,4,1,8.99,1,1,3,0.52,15.674999999999999,1.56,0,1,False,True,False,False,False,False
48,0,0,22.06,47,0,0,8.99,1,1,1,0.46,13.787499999999998,0.46,0,0,False,False,False,False,False,True
41,0,0,17.37,16,4,2,8.99,0,4,2,1.02,30.65294117647059,2.04,0,1,True,False,False,False,False,False
68,0,2,3.06,59,2,0,13.99,1,3,5,0.05,1.53,0.25,0,0,False,True,False,False,False,False
48,1,2,1.93,50,1,3,13.99,1,3,4,0.04,1.1352941176470588,0.16,0,0,False,False,True,False,False,False
46,2,0,9.61,15,4,4,8.99,0,4,1,0.6,18.01875,0.6,0,1,True,False,False,False,False,False
31,1,2,18.75,43,4,2,13.99,1,3,3,0.43,12.78409090909091,1.29,0,0,False,False,False,False,False,False
61,1,1,9.71,36,1,1,17.99,1,2,1,0.26,7.872972972972973,0.26,1,0,False,False,True,False,False,False
38,1,0,6.75,43,1,2,8.99,1,4,2,0.15,4.6022727272727275,0.3,0,0,False,False,False,True,False,False
40,0,0,3.8,10,0,0,8.99,1,0,3,0.35,10.363636363636363,1.0499999999999998,0,1,True,False,False,False,False,False
31,1,1,5.69,22,3,2,17.99,0,2,4,0.25,7.421739130434783,1.0,1,1,False,False,False,True,False,False
62,1,2,8.25,37,5,0,13.99,0,4,5,0.22,6.5131578947368425,1.1,0,0,True,False,False,False,False,False
66,0,1,12.91,34,1,3,17.99,1,1,5,0.37,11.065714285714286,1.85,1,0,False,False,False,False,False,True
20,0,1,11.48,30,5,4,17.99,0,2,1,0.37,11.109677419354838,0.37,1,1,False,False,False,False,True,False
68,2,1,21.72,28,2,0,17.99,0,1,3,0.75,22.46896551724138,2.25,1,1,False,False,False,False,False,True
39,2,0,8.16,14,5,1,8.99,0,4,1,0.54,16.32,0.54,0,1,True,False,False,False,False,False
32,1,0,11.91,36,1,3,8.99,1,0,5,0.32,9.656756756756756,1.6,0,0,False,False,True,False,False,False
51,1,1,26.92,24,3,4,17.99,0,4,1,1.08,32.304,1.08,1,1,False,False,True,False,False,False
38,0,0,24.57,2,0,4,8.99,0,3,4,8.19,245.7,32.76,0,1,True,False,False,False,False,False
57,1,0,5.09,53,2,0,8.99,1,1,2,0.09,2.8277777777777775,0.18,0,0,False,False,False,False,False,True
54,1,0,2.54,52,2,1,8.99,1,4,4,0.05,1.437735849056604,0.2,0,0,False,False,False,False,True,False
55,0,2,25.31,51,2,3,13.99,0,3,4,0.49,14.601923076923075,1.96,0,0,False,False,False,True,False,False
63,1,1,13.77,51,0,2,17.99,1,3,5,0.26,7.944230769230769,1.3,1,0,False,False,False,False,True,False
18,2,1,1.63,10,0,0,17.99,0,0,4,0.15,4.445454545454545,0.6,1,1,True,False,False,False,False,False
40,0,2,6.2,10,3,4,13.99,0,0,3,0.56,16.90909090909091,1.6800000000000002,0,1,False,False,True,False,False,False
35,2,0,25.11,3,0,2,8.99,0,1,2,6.28,188.325,12.56,0,1,False,False,True,False,False,False
47,1,1,2.11,58,4,4,17.99,1,3,2,0.04,1.0728813559322035,0.08,1,0,False,False,False,True,False,False
39,0,2,57.19,19,0,2,13.99,0,3,5,2.86,85.785,14.299999999999999,0,1,False,True,False,False,False,False
52,1,0,27.37,12,5,3,8.99,0,0,2,2.11,63.16153846153846,4.22,0,1,False,False,False,False,True,False
68,2,0,20.54,14,0,3,8.99,0,4,5,1.37,41.08,6.8500000000000005,0,1,False,False,False,False,False,True
47,2,0,14.8,19,2,2,8.99,0,0,2,0.74,22.200000000000003,1.48,0,1,False,False,False,False,True,False
45,0,1,3.91,44,0,0,17.99,1,0,3,0.09,2.606666666666667,0.27,1,0,True,False,False,False,False,False
18,2,1,5.09,13,1,0,17.99,0,3,2,0.36,10.907142857142857,0.72,1,1,False,False,True,False,False,False
46,2,2,16.08,40,4,0,13.99,1,1,3,0.39,11.765853658536583,1.17,0,0,False,False,False,False,False,False
44,2,2,8.65,60,4,4,13.99,1,0,1,0.14,4.254098360655738,0.14,0,0,True,False,False,False,False,False
36,2,0,1.82,55,2,1,8.99,1,4,2,0.03,0.975,0.06,0,0,False,False,False,False,False,True
35,2,2,9.43,10,5,1,13.99,0,4,2,0.86,25.71818181818182,1.72,0,1,False,False,False,True,False,False
43,1,1,8.97,0,3,3,17.99,0,3,5,8.97,269.1,44.85,1,1,False,True,False,False,False,False
57,0,2,4.91,6,3,0,13.99,0,4,1,0.7,21.042857142857144,0.7,0,1,False,False,False,False,False,True
58,1,2,4.83,49,1,3,13.99,1,4,4,0.1,2.898,0.4,0,0,False,True,False,False,False,False
65,0,0,4.09,18,2,2,8.99,1,0,2,0.22,6.457894736842105,0.44,0,1,False,False,True,False,False,False
22,0,1,26.81,4,1,3,17.99,0,2,5,5.36,160.86,26.8,1,1,False,False,False,False,True,False
68,0,0,15.85,38,5,3,8.99,1,1,2,0.41,12.192307692307692,0.82,0,0,False,False,False,True,False,False
68,1,0,3.01,27,0,4,8.99,1,1,3,0.11,3.2249999999999996,0.33,0,1,False,False,True,False,False,False
28,1,1,4.49,50,4,0,17.99,1,1,4,0.09,2.6411764705882357,0.36,1,0,False,False,True,False,False,False
23,0,2,2.63,4,4,2,13.99,0,4,3,0.53,15.78,1.59,0,1,True,False,False,False,False,False
51,1,2,8.63,23,4,4,13.99,0,2,1,0.36,10.7875,0.36,0,1,False,False,True,False,False,False
36,1,2,8.87,36,3,0,13.99,1,3,2,0.24,7.191891891891891,0.48,0,0,False,False,False,False,True,False
68,0,1,5.99,19,3,4,17.99,0,3,4,0.3,8.985000000000001,1.2,1,1,False,False,False,False,True,False
25,0,1,4.05,34,1,0,17.99,1,3,2,0.12,3.471428571428571,0.24,1,0,False,True,False,False,False,False
25,1,0,14.39,53,3,4,8.99,1,3,4,0.27,7.9944444444444445,1.08,0,0,False,True,False,False,False,False
56,0,1,19.03,37,5,4,17.99,0,0,1,0.5,15.023684210526318,0.5,1,0,False,False,False,False,True,False
51,2,2,4.98,28,5,4,13.99,1,3,5,0.17,5.151724137931035,0.8500000000000001,0,1,False,False,False,False,False,True
57,2,0,27.17,38,5,3,8.99,0,4,5,0.7,20.900000000000002,3.5,0,0,True,False,False,False,False,False
24,2,2,5.81,32,3,3,13.99,0,4,4,0.18,5.281818181818181,0.72,0,0,False,False,False,False,True,False
23,1,2,0.29,58,2,0,13.99,1,3,2,0.0,0.14745762711864407,0.0,0,0,False,True,False,False,False,False
66,2,1,10.48,29,2,2,17.99,0,4,3,0.35,10.48,1.0499999999999998,1,1,False,False,False,True,False,False
36,0,1,4.26,21,2,3,17.99,0,4,4,0.19,5.8090909090909095,0.76,1,1,False,False,False,True,False,False
23,2,0,0.03,60,3,3,8.99,1,4,1,0.0,0.014754098360655738,0.0,0,0,True,False,False,False,False,False
69,1,1,9.8,56,4,3,17.99,1,3,2,0.17,5.157894736842106,0.34,1,0,False,True,False,False,False,False
21,1,2,13.79,39,1,2,13.99,0,4,5,0.34,10.3425,1.7000000000000002,0,0,False,False,False,True,False,False
27,1,1,18.17,60,3,2,17.99,1,4,2,0.3,8.936065573770493,0.6,1,0,False,True,False,False,False,False
58,1,1,27.98,8,3,2,17.99,0,1,1,3.11,93.26666666666667,3.11,1,1,False,False,False,False,True,False
37,2,2,10.84,29,3,2,13.99,0,1,4,0.36,10.84,1.44,0,1,False,False,False,False,False,True
45,1,1,2.7,2,2,3,17.99,0,0,4,0.9,27.0,3.6,1,1,False,False,False,False,False,True
25,0,1,28.54,50,2,4,17.99,0,4,2,0.56,16.788235294117648,1.12,1,0,False,True,False,False,False,False
58,0,1,3.44,17,2,1,17.99,1,1,3,0.19,5.733333333333333,0.5700000000000001,1,1,True,False,False,False,False,False
64,0,0,12.14,50,2,0,8.99,1,4,3,0.24,7.141176470588236,0.72,0,0,False,False,False,True,False,False
19,0,2,10.38,58,2,1,13.99,0,4,5,0.18,5.277966101694916,0.8999999999999999,0,0,False,True,False,False,False,False
44,2,0,26.37,21,4,2,8.99,0,4,5,1.2,35.95909090909091,6.0,0,1,False,False,False,False,True,False
57,1,0,0.06,39,3,3,8.99,1,1,4,0.0,0.045,0.0,0,0,False,False,False,False,False,True
26,0,1,0.97,49,5,2,17.99,1,4,1,0.02,0.582,0.02,1,0,False,False,False,False,False,False
37,1,0,3.05,15,5,4,8.99,1,3,3,0.19,5.71875,0.5700000000000001,0,1,False,False,False,False,False,True
63,2,2,0.83,41,1,2,13.99,1,3,2,0.02,0.5928571428571429,0.04,0,0,True,False,False,False,False,False
59,0,0,12.13,23,1,3,8.99,0,2,5,0.51,15.1625,2.55,0,1,False,False,True,False,False,False
65,0,0,11.25,22,4,0,8.99,1,1,3,0.49,14.67391304347826,1.47,0,1,False,False,True,False,False,False
18,2,1,2.19,24,0,2,17.99,1,1,1,0.09,2.6279999999999997,0.09,1,1,False,True,False,False,False,False
49,0,0,17.05,16,2,1,8.99,0,4,4,1.0,30.08823529411765,4.0,0,1,False,False,False,True,False,False
59,0,0,17.34,40,2,2,8.99,1,2,3,0.42,12.68780487804878,1.26,0,0,True,False,False,False,False,False
25,0,1,0.27,60,3,4,17.99,1,3,1,0.0,0.13278688524590165,0.0,1,0,False,False,True,False,False,False
25,2,0,17.9,3,4,4,8.99,0,1,3,4.47,134.25,13.41,0,1,False,False,False,False,True,False
48,1,2,5.33,31,3,4,13.99,1,1,3,0.17,4.996875,0.51,0,0,False,True,False,False,False,False
26,2,0,0.75,59,3,4,8.99,1,1,2,0.01,0.375,0.02,0,0,False,False,False,True,False,False
25,1,2,4.45,41,3,3,13.99,1,3,2,0.11,3.178571428571429,0.22,0,0,False,True,False,False,False,False
42,0,2,2.96,30,2,3,13.99,0,4,5,0.1,2.864516129032258,0.5,0,1,False,False,False,False,False,True
33,0,0,0.6,41,5,4,8.99,1,2,3,0.01,0.4285714285714286,0.03,0,0,False,True,False,False,False,False
58,1,2,10.77,44,4,3,13.99,1,4,1,0.24,7.18,0.24,0,0,False,False,False,False,True,False
66,0,1,13.36,15,0,0,17.99,0,3,5,0.83,25.05,4.1499999999999995,1,1,False,False,False,False,False,True
42,1,0,20.9,42,2,4,8.99,1,0,3,0.49,14.581395348837209,1.47,0,0,False,False,True,False,False,False
50,1,1,7.18,23,3,3,17.99,0,0,3,0.3,8.975,0.8999999999999999,1,1,False,False,False,False,False,False
40,2,0,14.01,14,2,1,8.99,0,2,3,0.93,28.02,2.79,0,1,False,False,False,False,True,False
36,0,1,16.68,60,0,3,17.99,0,0,5,0.27,8.203278688524591,1.35,1,0,False,False,False,True,False,False
48,2,1,1.67,14,1,1,17.99,1,3,3,0.11,3.34,0.33,1,1,False,False,False,False,False,True
60,2,0,14.45,52,4,3,8.99,1,4,5,0.27,8.179245283018869,1.35,0,0,False,False,True,False,False,False
42,1,2,7.63,32,4,4,13.99,1,0,2,0.23,6.936363636363636,0.46,0,0,False,False,False,False,False,False
31,1,2,6.29,24,1,1,13.99,0,3,3,0.25,7.548,0.75,0,1,False,False,False,False,False,True
34,1,2,45.52,52,5,1,13.99,0,0,3,0.86,25.76603773584906,2.58,0,0,False,False,False,False,False,False
21,2,0,0.15,48,1,2,8.99,1,0,4,0.0,0.09183673469387756,0.0,0,0,False,False,False,False,False,False
67,0,0,19.58,44,2,4,8.99,1,2,3,0.44,13.053333333333333,1.32,0,0,False,False,False,False,True,False
30,1,2,2.27,0,3,4,13.99,0,1,2,2.27,68.10000000000001,4.54,0,1,False,False,False,False,False,False
55,2,1,18.02,36,3,2,17.99,0,0,4,0.49,14.61081081081081,1.96,1,0,False,False,False,False,True,False
20,1,2,2.89,13,5,0,13.99,1,2,2,0.21,6.192857142857143,0.42,0,1,False,False,False,False,False,True
52,1,1,10.6,38,0,0,17.99,0,0,4,0.27,8.153846153846153,1.08,1,0,False,False,False,False,True,False
45,1,1,14.0,33,3,3,17.99,1,0,2,0.41,12.352941176470589,0.82,1,0,False,False,False,True,False,False
31,1,0,7.69,57,2,0,8.99,1,3,5,0.13,3.977586206896552,0.65,0,0,False,True,False,False,False,False
68,0,2,20.24,16,1,0,13.99,0,4,3,1.19,35.71764705882353,3.57,0,1,True,False,False,False,False,False
44,0,0,0.65,59,0,3,8.99,1,4,4,0.01,0.325,0.04,0,0,False,False,False,True,False,False
29,2,1,4.19,54,5,0,17.99,1,0,1,0.08,2.2854545454545456,0.08,1,0,False,False,False,False,False,True
34,1,2,16.36,22,4,0,13.99,0,3,2,0.71,21.339130434782607,1.42,0,1,False,False,False,False,True,False
35,1,1,7.93,19,3,3,17.99,0,4,5,0.4,11.895,2.0,1,1,False,False,False,True,False,False
49,1,1,6.06,12,1,3,17.99,0,4,5,0.47,13.984615384615383,2.3499999999999996,1,1,True,False,False,False,False,False
54,2,0,9.44,36,5,4,8.99,1,1,4,0.26,7.654054054054053,1.04,0,0,True,False,False,False,False,False
27,1,1,6.31,55,0,4,17.99,0,4,4,0.11,3.3803571428571426,0.44,1,0,True,False,False,False,False,False
44,1,2,15.75,47,1,0,13.99,1,3,4,0.33,9.84375,1.32,0,0,True,False,False,False,False,False
50,2,1,2.77,49,5,2,17.99,1,2,4,0.06,1.662,0.24,1,0,False,False,True,False,False,False
49,2,0,3.07,44,5,4,8.99,1,1,1,0.07,2.0466666666666664,0.07,0,0,False,False,False,False,True,False
32,1,1,28.92,15,2,4,17.99,0,1,4,1.81,54.225,7.24,1,1,False,False,False,False,True,False
45,0,0,4.02,5,3,4,8.99,1,4,1,0.67,20.099999999999998,0.67,0,1,False,True,False,False,False,False
27,0,0,35.36,58,1,0,8.99,0,4,4,0.6,17.97966101694915,2.4,0,0,False,False,True,False,False,False
43,2,0,13.19,10,1,3,8.99,0,1,5,1.2,35.972727272727276,6.0,0,1,True,False,False,False,False,False
64,2,1,23.36,52,3,2,17.99,0,2,4,0.44,13.222641509433963,1.76,1,0,False,False,True,False,False,False
58,2,1,15.12,59,0,4,17.99,0,2,5,0.25,7.56,1.25,1,0,False,False,False,False,False,False
23,2,1,1.43,30,2,3,17.99,1,3,5,0.05,1.3838709677419352,0.25,1,1,False,False,False,False,False,True
21,1,0,0.92,57,0,1,8.99,1,1,2,0.02,0.47586206896551725,0.04,0,0,False,False,False,False,False,False
44,1,2,2.0,40,4,1,13.99,1,3,1,0.05,1.4634146341463414,0.05,0,0,False,False,False,False,False,False
57,0,0,0.95,58,1,3,8.99,1,0,5,0.02,0.4830508474576271,0.1,0,0,True,False,False,False,False,False
34,1,1,18.98,40,0,4,17.99,0,0,5,0.46,13.887804878048781,2.3000000000000003,1,0,False,True,False,False,False,False
63,1,1,0.3,56,4,2,17.99,1,1,3,0.01,0.15789473684210525,0.03,1,0,False,False,False,True,False,False
57,0,1,0.66,59,4,4,17.99,1,4,5,0.01,0.33,0.05,1,0,True,False,False,False,False,False
56,1,1,8.36,58,3,2,17.99,1,3,2,0.14,4.250847457627119,0.28,1,0,False,False,False,True,False,False
22,0,2,0.48,24,3,0,13.99,1,3,2,0.02,0.576,0.04,0,1,False,False,False,False,True,False
63,0,2,15.97,38,5,4,13.99,1,3,3,0.41,12.284615384615385,1.23,0,0,False,False,True,False,False,False
62,0,0,4.82,10,2,1,8.99,1,2,5,0.44,13.145454545454546,2.2,0,1,False,False,False,False,False,True
63,2,1,21.62,50,4,0,17.99,0,3,4,0.42,12.71764705882353,1.68,1,0,False,False,False,False,True,False
21,2,1,0.2,21,4,2,17.99,0,2,5,0.01,0.27272727272727276,0.05,1,1,False,False,True,False,False,False
52,1,2,22.33,28,5,0,13.99,0,4,5,0.77,23.099999999999998,3.85,0,1,False,False,False,False,False,True
33,0,1,18.3,14,2,4,17.99,0,1,1,1.22,36.6,1.22,1,1,False,False,False,False,False,True
39,0,2,17.05,37,2,0,13.99,1,2,1,0.45,13.460526315789474,0.45,0,0,False,False,True,False,False,False
48,0,0,16.75,16,0,1,8.99,0,3,5,0.99,29.558823529411764,4.95,0,1,False,True,False,False,False,False
46,0,1,23.02,59,1,4,17.99,0,1,2,0.38,11.51,0.76,1,0,False,True,False,False,False,False
25,1,0,5.88,0,2,2,8.99,0,0,3,5.88,176.4,17.64,0,1,False,False,True,False,False,False
57,2,0,2.08,14,3,2,8.99,1,0,5,0.14,4.16,0.7000000000000001,0,1,False,False,False,False,False,False
18,1,1,28.08,11,4,1,17.99,0,3,2,2.34,70.19999999999999,4.68,1,1,False,False,False,False,True,False
62,0,0,16.1,54,0,3,8.99,1,4,2,0.29,8.781818181818183,0.58,0,0,False,True,False,False,False,False
57,0,2,15.02,5,5,4,13.99,0,0,2,2.5,75.1,5.0,0,1,False,False,True,False,False,False
54,1,0,22.85,10,5,0,8.99,0,1,5,2.08,62.31818181818183,10.4,0,1,False,False,True,False,False,False
38,2,0,6.49,34,3,3,8.99,1,2,2,0.19,5.562857142857142,0.38,0,0,False,False,False,True,False,False
68,1,0,19.16,24,3,3,8.99,0,2,4,0.77,22.992,3.08,0,1,True,False,False,False,False,False
36,0,1,14.18,6,4,4,17.99,0,3,2,2.03,60.77142857142857,4.06,1,1,False,False,False,False,False,True
38,1,0,8.32,22,1,1,8.99,1,2,1,0.36,10.852173913043478,0.36,0,1,False,True,False,False,False,False
40,2,1,9.64,34,3,4,17.99,1,0,1,0.28,8.262857142857143,0.28,1,0,False,False,False,False,False,False
54,2,2,3.22,12,0,1,13.99,1,0,1,0.25,7.430769230769231,0.25,0,1,False,False,True,False,False,False
59,1,0,14.96,8,1,1,8.99,0,0,2,1.66,49.866666666666674,3.32,0,1,False,False,False,False,True,False
46,2,0,6.99,34,1,1,8.99,1,1,2,0.2,5.991428571428571,0.4,0,0,False,False,False,True,False,False
65,1,1,13.83,9,5,4,17.99,0,0,3,1.38,41.49,4.14,1,1,False,True,False,False,False,False
35,0,2,13.03,0,0,0,13.99,0,4,5,13.03,390.9,65.14999999999999,0,1,False,False,False,False,False,True
22,2,2,5.32,16,1,1,13.99,0,0,3,0.31,9.388235294117647,0.9299999999999999,0,1,True,False,False,False,False,False
53,0,0,20.16,1,3,4,8.99,0,2,5,10.08,302.40000000000003,50.4,0,1,False,True,False,False,False,False
18,2,1,25.3,51,3,3,17.99,0,1,3,0.49,14.596153846153847,1.47,1,0,False,False,False,True,False,False
22,0,0,16.66,18,5,2,8.99,0,4,1,0.88,26.30526315789474,0.88,0,1,True,False,False,False,False,False
18,1,2,1.68,19,5,1,13.99,1,1,4,0.08,2.52,0.32,0,1,False,False,False,False,False,True
53,2,0,8.33,4,1,4,8.99,0,1,2,1.67,49.980000000000004,3.34,0,1,False,False,False,False,True,False
47,0,1,3.51,50,4,2,17.99,1,1,1,0.07,2.064705882352941,0.07,1,0,False,False,False,False,True,False
69,0,0,6.16,1,5,4,8.99,0,1,1,3.08,92.4,3.08,0,1,False,False,False,True,False,False
42,0,2,13.17,50,0,2,13.99,0,4,4,0.26,7.747058823529412,1.04,0,0,False,True,False,False,False,False
41,2,1,1.65,9,2,4,17.99,1,4,2,0.16,4.95,0.32,1,1,True,False,False,False,False,False
19,1,1,0.17,9,5,0,17.99,0,2,4,0.02,0.5100000000000001,0.08,1,1,False,False,False,True,False,False
45,2,0,11.74,17,4,4,8.99,0,2,4,0.65,19.566666666666666,2.6,0,1,False,True,False,False,False,False
41,0,1,13.2,29,0,1,17.99,0,1,3,0.44,13.2,1.32,1,1,False,False,False,True,False,False
25,0,1,36.4,28,2,2,17.99,0,1,5,1.26,37.6551724137931,6.3,1,1,False,False,True,False,False,False
23,0,2,51.87,25,1,0,13.99,0,1,2,1.99,59.849999999999994,3.98,0,1,False,False,False,False,False,False
21,0,2,14.17,60,3,3,13.99,1,3,5,0.23,6.968852459016394,1.1500000000000001,0,0,False,True,False,False,False,False
29,0,0,0.39,45,0,3,8.99,1,2,5,0.01,0.2543478260869565,0.05,0,0,True,False,False,False,False,False
34,0,2,5.67,20,5,2,13.99,0,1,4,0.27,8.1,1.08,0,1,False,False,False,False,False,True
36,2,2,14.25,22,4,2,13.99,0,4,5,0.62,18.58695652173913,3.1,0,1,False,False,False,True,False,False
35,2,1,28.04,59,4,2,17.99,0,1,2,0.47,14.02,0.94,1,0,False,False,False,True,False,False
31,1,2,6.11,17,2,2,13.99,0,0,5,0.34,10.183333333333334,1.7000000000000002,0,1,False,False,False,False,False,True
57,1,1,6.13,3,1,0,17.99,0,4,3,1.53,45.975,4.59,1,1,False,False,False,False,False,True
46,2,0,3.39,5,3,4,8.99,0,2,4,0.57,16.95,2.28,0,1,False,False,False,True,False,False
26,0,2,5.67,36,5,3,13.99,0,4,5,0.15,4.597297297297297,0.75,0,0,False,False,False,False,False,True
30,2,0,0.28,56,0,2,8.99,1,4,2,0.0,0.1473684210526316,0.0,0,0,False,False,False,True,False,False
57,0,1,6.49,23,4,1,17.99,0,3,1,0.27,8.112499999999999,0.27,1,1,False,False,False,False,True,False
24,1,0,3.55,59,1,1,8.99,1,4,3,0.06,1.775,0.18,0,0,False,False,True,False,False,False
20,0,0,14.05,7,0,2,8.99,0,0,3,1.76,52.6875,5.28,0,1,False,False,False,False,False,False
22,0,1,1.03,44,0,3,17.99,1,2,2,0.02,0.6866666666666666,0.04,1,0,False,False,True,False,False,False
62,0,0,3.62,34,0,2,8.99,1,4,3,0.1,3.1028571428571428,0.30000000000000004,0,0,False,False,True,False,False,False
56,0,0,2.54,39,3,0,8.99,1,4,5,0.06,1.905,0.3,0,0,False,False,False,False,False,True
22,2,0,2.59,2,0,3,8.99,1,3,1,0.86,25.9,0.86,0,1,False,True,False,False,False,False
43,2,0,8.05,13,3,0,8.99,0,4,5,0.58,17.25,2.9,0,1,False,False,False,True,False,False
46,2,2,16.95,32,4,1,13.99,0,2,2,0.51,15.409090909090907,1.02,0,0,False,False,True,False,False,False
38,1,2,2.76,30,3,0,13.99,1,3,4,0.09,2.6709677419354834,0.36,0,1,False,False,True,False,False,False
36,2,1,13.25,19,3,4,17.99,0,3,1,0.66,19.875,0.66,1,1,False,False,False,False,True,False
41,1,2,14.82,33,2,1,13.99,1,2,2,0.44,13.076470588235294,0.88,0,0,False,False,False,False,True,False
39,2,0,2.52,52,4,0,8.99,1,4,2,0.05,1.4264150943396228,0.1,0,0,False,False,False,False,True,False
31,1,0,9.71,16,3,3,8.99,0,1,3,0.57,17.13529411764706,1.71,0,1,False,False,False,False,False,True
29,0,1,5.29,8,4,4,17.99,0,2,3,0.59,17.633333333333333,1.77,1,1,False,False,False,True,False,False
33,0,0,9.81,39,3,4,8.99,1,3,3,0.25,7.357500000000001,0.75,0,0,False,False,False,False,False,True
30,2,2,5.21,11,4,4,13.99,0,4,3,0.43,13.024999999999999,1.29,0,1,False,False,False,False,True,False
51,2,0,6.7,58,4,4,8.99,1,3,4,0.11,3.4067796610169494,0.44,0,0,False,False,False,True,False,False
40,0,2,7.88,9,4,2,13.99,0,1,2,0.79,23.64,1.58,0,1,False,False,False,False,False,True
36,2,1,41.02,47,2,3,17.99,0,2,3,0.85,25.6375,2.55,1,0,False,False,True,False,False,False
65,1,0,46.29,39,3,4,8.99,0,4,5,1.16,34.7175,5.8,0,0,False,False,True,False,False,False
58,0,1,59.99,11,3,0,17.99,0,0,2,5.0,149.975,10.0,1,1,True,False,False,False,False,False
43,1,0,1.18,31,1,0,8.99,1,2,1,0.04,1.10625,0.04,0,0,False,False,False,False,False,False
70,2,0,8.26,2,1,3,8.99,0,2,4,2.75,82.6,11.0,0,1,True,False,False,False,False,False
49,1,2,20.37,30,2,2,13.99,0,1,1,0.66,19.71290322580645,0.66,0,1,False,False,True,False,False,False
30,2,2,3.36,2,4,1,13.99,0,1,2,1.12,33.599999999999994,2.24,0,1,False,False,False,False,False,True
43,1,0,17.66,7,1,1,8.99,0,1,1,2.21,66.22500000000001,2.21,0,1,False,False,False,True,False,False
47,1,0,0.83,42,3,3,8.99,1,0,2,0.02,0.5790697674418605,0.04,0,0,False,False,False,True,False,False
47,1,1,25.17,1,0,0,17.99,0,1,5,12.59,377.55,62.95,1,1,False,False,False,False,False,True
51,0,2,6.79,3,1,4,13.99,0,3,4,1.7,50.925000000000004,6.8,0,1,False,False,False,False,False,False
38,1,1,11.56,38,3,2,17.99,1,3,4,0.3,8.892307692307693,1.2,1,0,False,False,False,False,True,False
48,2,0,60.85,10,0,0,8.99,0,2,5,5.53,165.95454545454547,27.650000000000002,0,1,False,False,False,True,False,False
28,1,2,5.29,18,2,0,13.99,0,2,1,0.28,8.352631578947369,0.28,0,1,False,False,False,True,False,False
32,0,2,1.7,45,0,2,13.99,1,3,5,0.04,1.1086956521739129,0.2,0,0,True,False,False,False,False,False
57,2,1,27.17,41,5,3,17.99,0,4,4,0.65,19.40714285714286,2.6,1,0,False,False,False,False,False,True
44,1,2,8.03,57,5,3,13.99,1,1,5,0.14,4.153448275862068,0.7000000000000001,0,0,False,False,False,True,False,False
18,2,2,5.41,20,0,4,13.99,0,1,3,0.26,7.7285714285714295,0.78,0,1,False,False,False,False,False,False
18,1,0,10.17,46,2,2,8.99,1,2,1,0.22,6.491489361702127,0.22,0,0,False,False,True,False,False,False
21,0,2,16.74,39,4,1,13.99,1,3,3,0.42,12.555,1.26,0,0,False,False,False,False,False,False
29,0,1,1.38,4,2,1,17.99,1,3,3,0.28,8.28,0.8400000000000001,1,1,False,False,False,False,False,True
63,0,1,21.06,17,0,0,17.99,0,1,1,1.17,35.1,1.17,1,1,True,False,False,False,False,False
64,0,0,11.77,9,0,2,8.99,0,1,2,1.18,35.31,2.36,0,1,False,False,False,False,False,False
21,0,1,20.56,0,0,1,17.99,0,1,5,20.56,616.8,102.8,1,1,False,True,False,False,False,False
50,2,0,6.36,57,2,2,8.99,1,2,5,0.11,3.2896551724137932,0.55,0,0,False,True,False,False,False,False
23,0,2,12.14,9,3,3,13.99,0,1,3,1.21,36.42,3.63,0,1,False,False,False,False,True,False
65,0,2,15.97,2,0,3,13.99,0,1,1,5.32,159.7,5.32,0,1,False,False,True,False,False,False
49,1,2,3.75,0,3,4,13.99,0,0,4,3.75,112.5,15.0,0,1,False,False,False,True,False,False
29,0,2,0.24,23,4,3,13.99,1,0,2,0.01,0.3,0.02,0,1,False,True,False,False,False,False
55,0,0,18.98,34,5,0,8.99,0,4,5,0.54,16.268571428571427,2.7,0,0,False,True,False,False,False,False
63,1,1,2.96,25,3,0,17.99,0,2,4,0.11,3.4153846153846152,0.44,1,1,False,False,False,False,False,False
66,2,1,1.4,23,1,1,17.99,1,3,2,0.06,1.7499999999999998,0.12,1,1,False,True,False,False,False,False
24,2,0,3.05,54,4,0,8.99,1,3,3,0.06,1.6636363636363636,0.18,0,0,False,False,True,False,False,False
22,1,0,5.15,25,0,1,8.99,0,1,4,0.2,5.9423076923076925,0.8,0,1,False,True,False,False,False,False
34,1,1,26.14,15,4,2,17.99,0,2,3,1.63,49.0125,4.89,1,1,False,False,False,False,True,False
